property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat," Sheth Beau Pride, Bandra",0.65,3,3,2,Relatively New,1574,0,0,0,Low,Mid Floor
flat, Arsiwala Essar Apex,1.36,3,3,3,Under Construction,1535,0,0,0,Low,Low Floor
house, Raymond Tenx Habitat Delhi,11.3,7,5,3+,Relatively New,4500,1,0,0,Low,Mid Floor
flat, Arsiwala Essar Apex,1.25,3,3,3+,Under Construction,1725,0,0,0,Low,Low Floor
flat, ACME Oasis,0.28,2,1,1,Relatively New,1000,0,0,0,Low,Low Floor
flat, Piramal Mahalaxmi,1.3,2,2,3,Relatively New,1009,0,1,0,Medium,Low Floor
house, Hiranandani Garden Powai,13,10,10,3+,Relatively New,8056,0,0,0,Low,Low Floor
flat, Ajmera Iland,4.8,3,4,3+,Relatively New,2500,1,0,1,High,Mid Floor
flat, Ambrosia,1.35,4,5,3+,Relatively New,2991,1,1,0,Medium,Low Floor
flat, Ajmera Iland,8.25,3,4,3,Under Construction,2661,1,0,2,Low,Mid Floor
house, Aditya Purnima Pride,0.85,1,1,0,Relatively New,1000,0,0,0,Low,Low Floor
flat," Sheth Beau Pride, Bandra",0.65,3,3,3,Moderately Old,1304,0,0,0,Medium,Low Floor
flat, Arihant Anmol Phase II,0.75,2,2,2,Moderately Old,1100,0,0,0,Low,Mid Floor
house, Arihant Aloki Phase 1,0.69,1,1,1,Old Property,758,0,0,0,Low,Low Floor
house, Ace Homes,5,9,9,3+,Moderately Old,2367,1,1,1,Medium,Mid Floor
flat, A Surti Universal Cubical,0.88,3,4,3,Moderately Old,1668,1,0,0,Medium,Mid Floor
flat, Alfa Mana A M Residency,2.1,3,4,2,Relatively New,1800,1,0,1,High,High Floor
flat, Godrej Horizon Delhi,3,3,3,3,Under Construction,1828,0,0,0,Medium,High Floor
flat, Ashwamedh Atlantis,1.7,4,4,3+,Moderately Old,2005,1,0,0,Low,High Floor
flat, Ashish,1.8,3,3,3,Relatively New,1549,1,0,1,Medium,Mid Floor
flat, Ashar Edge,1.85,2,2,2,New Property,1389,0,0,0,Low,Mid Floor
flat, Ajmera Iland,6.5,4,5,3+,Relatively New,3000,1,0,1,High,Mid Floor
house, Prestige Jasdan Classic,5.8,4,4,3+,Old Property,4518,0,0,0,Low,Mid Floor
flat, Agami Emerald,1.1,2,2,2,Under Construction,1533,0,0,0,Medium,High Floor
house, Aditya Purnima Pride,1.5,6,1,0,New Property,3000,0,0,0,Low,Low Floor
flat," Sheth Beau Pride, Bandra",0.7,3,2,2,Relatively New,1325,0,0,0,Medium,Mid Floor
flat, Piramal Mahalaxmi,2,3,3,3+,Relatively New,1456,0,1,0,Medium,Low Floor
house," Lodha Allura, Worli",0.85,3,2,2,Under Construction,1120,0,0,0,Low,Low Floor
house, Mahindra Happinest Kalyan,6,9,9,3+,Old Property,9000,0,0,0,Low,Mid Floor
house, Ajmera Redwood Building,6.5,4,4,3+,Moderately Old,3150,0,0,0,Low,Low Floor
flat," Sheth Beau Pride, Bandra",1.18,4,4,3,Relatively New,2518,1,0,0,Medium,Mid Floor
flat, Amardeep Anutham,1.15,3,3,3,Relatively New,1650,1,0,1,High,High Floor
flat, Adani Estates Western Heights Phase 1 Residential,1.2,4,3,2,Moderately Old,2000,0,0,1,Low,Mid Floor
flat," Lodha Allura, Worli",0.28,2,2,2,Relatively New,520,0,0,0,Low,Mid Floor
house, Ajmera Midtown,2.7,5,5,2,Old Property,1450,0,0,1,Low,Mid Floor
flat, A K Plaza,2.7,3,3,3,New Property,2018,0,1,0,Medium,High Floor
flat," Sheth Beau Pride, Bandra",0.7,3,3,0,Relatively New,1572,0,0,0,Low,Mid Floor
house, AP White Rose,1,6,4,0,Moderately Old,240,0,0,0,Low,Mid Floor
house, Ajmera Iland,4,5,5,2,Relatively New,2250,0,0,0,Low,Mid Floor
house, Amara,0.75,4,2,2,Old Property,1170,0,0,0,Low,Low Floor
flat," Lodha Allura, Worli",0.28,2,2,2,Relatively New,500,0,0,1,Low,Mid Floor
house, Hiranandani Garden Powai,4.5,4,4,0,Relatively New,3240,0,0,0,Low,Mid Floor
flat, Ambrosia,0.85,2,2,3,Relatively New,1611,0,0,0,Medium,High Floor
house, ACME Ozone,3.09,5,5,3+,Relatively New,3653,1,0,1,Low,High Floor
flat, Anmol Apartment,0.35,2,2,1,Relatively New,606,0,0,0,Medium,Mid Floor
flat, Alfa Mana A M Residency,3,4,4,3,Relatively New,2700,1,0,1,High,Mid Floor
flat, Andheri Green Field Towers CHSL,1.05,2,2,2,Relatively New,1108,0,0,1,Low,Mid Floor
house, Amidhara,7.1,3,3,3,Moderately Old,2259,1,0,0,Low,Low Floor
house, AV Sundaram Plaza,4.3,3,9,3+,Relatively New,1494,0,0,1,Low,Mid Floor
flat, Arsiwala Essar Apex,0.71,2,2,3,New Property,1100,0,0,0,Low,Mid Floor
flat, Raymond Tenx Habitat Delhi,1.6,3,3,3,Relatively New,2303,1,0,0,Medium,Mid Floor
flat, Atlanta Enclave,1.75,3,3,3+,Relatively New,1900,1,0,0,Medium,High Floor
flat, Atlanta CHS,2.5,3,3,2,New Property,195,0,0,0,Low,Low Floor
flat, Ambrosia,1.95,3,3,3+,New Property,2544,1,0,0,Medium,Mid Floor
flat, Apna Ghar,2.2,4,4,3,Relatively New,3222,1,0,0,Low,Mid Floor
house, Agarwal Solitaire,8.5,5,4,2,Moderately Old,3240,1,0,1,Low,Low Floor
flat, Ashford Royale,0.53,2,2,2,Under Construction,991,0,0,0,Low,Mid Floor
flat, Agarwal Doshi Complex,0.9,1,1,0,New Property,683,0,0,0,Medium,Mid Floor
flat, Agami Emerald,2.3,4,4,3+,New Property,2000,1,0,0,Low,Mid Floor
house, Aditya Purnima Pride,0.95,4,3,2,Old Property,1070,0,0,0,Low,Low Floor
flat, Aristocrat Jai Savitri CHSL,0.35,2,2,0,New Property,637,0,0,0,Low,Mid Floor
flat, Ashish,3.15,5,7,3+,Relatively New,3200,1,0,1,High,High Floor
flat, ACME Ozone Phase 2,0.23,1,1,1,Relatively New,400,0,0,0,Low,Mid Floor
flat, Godrej Horizon Delhi,2.78,3,3,3,Relatively New,1829,0,0,0,Medium,High Floor
flat, Apna Ghar,1.5,3,3,3,Relatively New,1833,1,0,1,Low,High Floor
flat, Aadi Allure Wings A To E,0.49,2,2,3,Relatively New,700,0,0,0,Medium,Mid Floor
house, Agami Emerald,1.35,2,2,2,New Property,1210,0,0,2,Medium,Mid Floor
house, Ajmera Redwood Building,6.4,6,6,3+,Old Property,3150,0,0,0,Low,Mid Floor
flat, ACME Avenue,1.1,2,2,3,Relatively New,1150,0,0,1,Medium,Low Floor
flat, Arihant Anmol Phase II,1.3,3,3,1,Relatively New,1392,0,0,1,Medium,High Floor
flat, Ashar Sapphire,2.9,4,4,3+,Under Construction,2553,1,0,0,Low,High Floor
flat, ANA Avant Garde Phase 1,1.5,3,3,3,Old Property,1600,0,0,1,Medium,Low Floor
house, Atlanta CHS,2.55,3,3,2,Relatively New,1935,0,0,1,Medium,Mid Floor
flat, Aquarius Taurus Apartments,8.5,4,4,0,New Property,3950,0,0,0,Medium,High Floor
flat, Shapoorji Pallonji Skyraa,0.65,2,2,2,Relatively New,1235,0,0,1,High,Mid Floor
flat, Apna Ghar,2.28,4,4,3+,Relatively New,2998,1,0,0,Medium,Mid Floor
flat, Apna Ghar,0.88,3,3,3,Relatively New,1652,0,0,0,Medium,High Floor
flat, Piramal Mahalaxmi,1.99,2,2,2,New Property,1145,0,0,0,High,High Floor
flat, Arsiwala Essar Apex,1.4,3,3,3,Relatively New,1711,0,0,1,Medium,Mid Floor
house, Amara,0.68,5,3,0,Moderately Old,1755,0,0,0,Low,Low Floor
flat," Sheth Beau Pride, Bandra",0.71,3,3,3,Relatively New,1473,0,0,0,Medium,Low Floor
flat, Ashiana Prem Aangan,3.7,4,4,3,Old Property,2333,1,0,1,Low,High Floor
flat," Lodha Allura, Worli",0.91,2,2,3,New Property,1222,0,0,0,Medium,Low Floor
flat, ACME Ozone,3.25,3,3,3,Moderately Old,2986,1,0,0,Medium,Low Floor
flat, Aadi Allure Wings A To E,2.2,3,4,3+,Relatively New,1900,1,0,2,Low,High Floor
house, Ahuja Prasadam,4,5,4,1,Moderately Old,2025,0,0,0,Low,Low Floor
flat, Ashford Royale,1.78,3,3,3+,Relatively New,1765,1,0,0,Low,Mid Floor
flat, Anora Residency,0.99,3,5,3+,Relatively New,1400,1,0,0,Low,Mid Floor
house, Ankurdev Danvijay CHSL,2.95,2,2,0,Moderately Old,1458,0,0,0,Low,Low Floor
flat, Apna Ghar,0.54,2,2,3+,Relatively New,1086,0,0,0,Medium,High Floor
flat, Adinath Saanvi Heights,0.85,2,2,2,Relatively New,1176,0,0,1,Low,Low Floor
flat, Aristocrat Jai Savitri CHSL,0.6,2,2,2,Relatively New,974,0,0,0,Low,High Floor
house, Ajmera Redwood Building,6.5,5,5,0,Moderately Old,2500,0,0,0,Low,Mid Floor
house, Acropolis,1,3,7,3+,Moderately Old,1215,0,0,0,Low,Mid Floor
flat, Aristocrat Jai Savitri CHSL,0.45,2,2,2,New Property,695,0,0,0,Low,High Floor
flat," Sheth Beau Pride, Bandra",0.5,3,3,2,Relatively New,1068,0,0,0,Low,Low Floor
house, Aakash Nidhi,4.75,7,5,3+,Old Property,2367,0,0,1,Low,Mid Floor
house, Raymond Tenx Habitat Delhi,6,4,4,3+,Relatively New,2430,1,1,0,High,Low Floor
flat, Ajmera I Land,2.12,2,2,2,Relatively New,1350,0,0,1,High,Low Floor
flat, Arkade Earth Hazel,1.59,3,3,3,Relatively New,1700,0,0,1,High,High Floor
house, Ashiana Prem Aangan,6.5,4,4,3+,Moderately Old,1800,1,1,0,Medium,Low Floor
flat, Alfa Mana A M Residency,1.7,2,2,2,Relatively New,1072,0,0,0,Medium,Mid Floor
flat, Shapoorji Pallonji Skyraa,2.6,3,3,2,New Property,1711,0,0,0,Low,High Floor
house, Hiranandani Garden Powai,8.95,5,6,3+,Moderately Old,5000,0,0,0,Low,Mid Floor
flat," Sheth Beau Pride, Bandra",1.44,4,4,3,Relatively New,2267,0,0,0,Low,Mid Floor
flat, Aakash Nidhi,2.55,3,3,3,Relatively New,1860,0,0,1,Medium,Mid Floor
flat, The M D Co Op Housing Federation,1,3,2,3,New Property,1122,0,0,0,Medium,Low Floor
house, ANA Avant Garde Phase 1,4.95,7,7,3+,Old Property,2403,1,1,1,Medium,Low Floor
flat, Ajmera Yogi Hills,1.5,4,3,3,Old Property,2611,1,0,2,Low,Mid Floor
flat, Atlanta Enclave,0.86,2,2,2,New Property,1214,0,0,1,Medium,High Floor
flat, Ajmera I Land,2.15,2,3,2,Relatively New,1250,1,0,1,Low,Mid Floor
house, Prestige Jasdan Classic,12.5,5,5,3+,Old Property,3240,1,1,1,Medium,Low Floor
flat," Lodha Allura, Worli",0.65,2,2,2,Relatively New,1043,0,0,0,Medium,Low Floor
flat, Ashford Royale,2.35,4,4,3+,Moderately Old,2667,1,0,1,Medium,Mid Floor
flat, Lodha Bellagio Delhi,1.11,2,2,3,Relatively New,1630,0,1,0,High,Mid Floor
house, Ashiana Prem Aangan,4.25,3,2,3,Old Property,1350,0,0,0,Low,Low Floor
flat, Godrej Horizon Delhi,2.25,3,3,3,Relatively New,1600,1,0,1,Low,Mid Floor
flat, Ashish,0.78,2,2,2,Relatively New,850,0,0,1,High,Mid Floor
flat, Apna Ghar,1.15,2,2,3,Relatively New,1394,0,0,0,Low,High Floor
house, ACME Ozone,3.1,5,5,3+,Relatively New,3653,0,0,0,Low,High Floor
flat, Agarwal Agarwal Exotica,2,4,4,3+,Moderately Old,2468,1,0,0,Medium,High Floor
flat, Ashford Royale,1.64,3,5,3,Relatively New,1527,1,0,0,Medium,Mid Floor
flat, Adani Estates Western Heights Phase 1 Residential,0.94,3,3,2,Moderately Old,1722,0,0,1,Medium,Mid Floor
flat, Shapoorji Pallonji Skyraa,2.08,4,4,3+,Relatively New,2631,1,0,0,Medium,Mid Floor
house, Aadi Allure Wings A To E,0.89,1,1,0,Relatively New,1095,0,0,0,Low,Low Floor
house, Prestige Jasdan Classic,18.25,7,9,3+,Relatively New,11111,1,1,1,Medium,Mid Floor
flat, Lodha Bellagio Delhi,2.13,4,4,3,Relatively New,2600,0,0,0,Low,Low Floor
flat," Sheth Beau Pride, Bandra",0.65,3,2,3,Relatively New,1240,0,0,0,Low,Mid Floor
flat, Atul Blue Excellency,1.65,2,2,2,Under Construction,978,0,0,0,Low,Low Floor
house, Ashiana Prem Aangan,9.9,5,5,2,Moderately Old,3375,0,0,1,Medium,Low Floor
house, Ashiana Prem Aangan,10,5,6,3,Old Property,2700,1,1,1,Medium,Mid Floor
flat, Piramal Mahalaxmi,2.05,3,4,3+,Relatively New,2250,1,0,0,Medium,High Floor
flat," Lodha Allura, Worli",0.9,2,2,2,Relatively New,1105,0,0,2,Medium,High Floor
flat, Arkade Earth Hazel,0.6,3,2,2,New Property,833,0,0,0,Low,Low Floor
flat, Shapoorji Pallonji Skyraa,3.95,3,4,2,Relatively New,2343,1,0,0,Low,High Floor
flat," Lodha Allura, Worli",0.4,2,2,2,Relatively New,762,0,0,0,Medium,Mid Floor
flat, Arkade Earth Hazel,0.9,3,3,2,New Property,1690,0,0,0,Low,Mid Floor
flat, Agarwal Doshi Complex,0.37,1,1,2,Relatively New,425,0,0,1,Low,Low Floor
house, Aadinath Developers Prem Narayan Residency,6.5,4,4,2,Old Property,2844,0,0,0,Low,Low Floor
flat," Sheth Beau Pride, Bandra",1.25,4,4,3,Relatively New,1939,1,0,0,Medium,High Floor
house, Ankurdev Danvijay CHSL,4,4,4,3+,Relatively New,1503,0,0,1,Low,Low Floor
flat, Amidhara,8.5,4,4,3,Moderately Old,11111,1,0,0,Low,Mid Floor
flat, Raymond Tenx Habitat Delhi,1.5,3,3,3+,Relatively New,1466,0,0,0,High,Mid Floor
flat, Ashish,0.65,2,2,2,Relatively New,950,0,0,1,High,Low Floor
flat, Birla Niyaara Worli,1.65,2,2,3,New Property,1142,0,0,0,Medium,High Floor
flat, Arsiwala Essar Apex,1.72,3,3,3+,Relatively New,1983,1,0,0,Low,Mid Floor
flat," Planet Godrej, Mahalaxmi",1.28,3,3,3,Relatively New,1489,0,0,1,Low,Low Floor
flat, Lodha Bellagio Delhi,2.1,3,4,3+,Relatively New,2026,1,0,0,High,Mid Floor
house, Acropolis,2.68,4,3,2,Moderately Old,1557,0,1,1,Medium,Mid Floor
flat, ACME Oasis,4.1,5,5,2,Relatively New,3500,1,0,0,High,Mid Floor
flat, Lodha Bellagio Delhi,2.1,4,4,3,Relatively New,2600,1,0,0,Low,Mid Floor
flat, Mahindra Happinest Kalyan,0.65,3,3,1,New Property,1167,0,0,1,Low,Low Floor
house, Alfa Mana A M Residency,12,5,6,3+,Relatively New,3150,1,1,1,High,Mid Floor
flat, Lodha Bellagio Delhi,2.3,4,4,3+,Relatively New,2545,1,0,0,Low,Mid Floor
house, Ahuja Prasadam,2.2,4,3,2,Old Property,1800,0,0,0,Low,Low Floor
flat, Raymond Tenx Habitat Delhi,1.4,3,3,3+,Relatively New,1584,0,0,0,Medium,High Floor
flat, Anora Residency,0.85,2,3,3,Relatively New,1442,0,0,0,Low,Mid Floor
flat, Arihant Anmol Phase II,1.38,3,3,1,Relatively New,1392,0,0,0,Medium,High Floor
flat, Birla Niyaara Worli,1.2,2,2,3,Moderately Old,1285,0,0,0,Low,Mid Floor
flat, Arsiwala Essar Apex,1.02,3,2,3,Under Construction,1538,0,0,0,Low,High Floor
flat, Lodha Bellagio Delhi,2.14,4,4,3,Relatively New,2300,1,0,0,Low,Mid Floor
flat, Ajmera I Land,2.82,3,3,3,Relatively New,2400,1,0,1,High,Low Floor
flat, Amardeep Anutham,6.3,5,6,3+,Under Construction,3797,0,0,1,Medium,Mid Floor
flat, Adityaraj Saphalya,4.5,4,4,3+,Relatively New,2854,1,0,1,High,High Floor
flat, Apsara Heritage,2.5,3,3,3,Moderately Old,2036,0,0,0,Medium,Mid Floor
flat, Adityaraj Saphalya,2.65,3,3,3,Relatively New,2047,0,0,1,High,Low Floor
flat, Piramal Mahalaxmi,0.45,2,2,1,Relatively New,568,0,0,2,Medium,High Floor
house," Lodha Allura, Worli",0.49,2,2,1,New Property,1150,0,0,0,Low,Mid Floor
flat, ACME Ozone Phase 2,0.3,1,2,2,New Property,402,0,0,0,Low,Mid Floor
flat, Aashray Aanand,0.5,1,1,1,Relatively New,374,0,0,2,Medium,Low Floor
flat, Arihant Anmol Phase II,2,4,4,1,Relatively New,2186,0,0,0,Medium,High Floor
house, Agarwal Agarwal Exotica,3.6,4,4,3,New Property,2430,0,0,1,Low,Low Floor
flat, Hiranandani Garden Powai,4.3,3,4,3,Old Property,3133,1,1,0,Low,Mid Floor
flat, Arihant Anmol Phase II,1.52,3,3,2,Relatively New,1428,0,0,1,High,Mid Floor
flat, Agarwal Doshi Complex,1.12,3,4,3,Moderately Old,1631,1,0,0,Medium,Low Floor
flat, Arsiwala Essar Apex,1.5,3,3,3,Relatively New,1686,0,0,0,Low,High Floor
flat, Aadi Allure Wings A To E,0.89,2,2,2,Under Construction,1194,0,0,0,Low,Mid Floor
house, Alfa Mana A M Residency,12,5,6,3+,New Property,3150,1,0,0,Low,Mid Floor
flat, Hiranandani Garden Powai,2.3,3,3,3,Moderately Old,1777,1,0,0,Medium,Mid Floor
house, Birla Niyaara Worli,5.4,4,5,3+,Relatively New,2610,1,1,1,Medium,Mid Floor
flat, Amidhara,2.5,3,3,3,Relatively New,1894,0,0,1,Medium,High Floor
flat, ANA Avant Garde Phase 1,3.45,4,4,3+,Moderately Old,3000,0,0,0,Low,Low Floor
flat, Ajmera Iland,6.44,4,4,3,Moderately Old,3068,1,0,1,Medium,Mid Floor
flat," Ahuja Towers, Prabhadevi",0.65,2,2,2,Under Construction,1390,0,0,0,Low,High Floor
flat, Agarwal Doshi Complex,1.32,4,4,3,Moderately Old,1985,1,0,0,Medium,High Floor
flat, Avanya,1.4,3,4,0,New Property,2137,0,0,0,Medium,Low Floor
flat, Ashford Royale,1.8,3,5,3,New Property,2167,0,0,0,Medium,Low Floor
flat," Lodha Allura, Worli",0.72,2,2,3,Relatively New,1095,0,0,0,High,Mid Floor
flat, Arihant Residency,1.5,3,4,3+,Relatively New,1416,1,0,1,Medium,High Floor
flat, Agami Emerald,1.35,3,2,2,New Property,1444,0,0,0,Medium,Mid Floor
flat, Lodha Bellagio Delhi,1.83,3,4,3,Relatively New,1925,0,0,0,Low,Mid Floor
flat, Avanya,0.29,2,2,2,Relatively New,543,0,0,0,Low,Mid Floor
flat, Ambrosia,0.65,3,2,2,New Property,848,0,0,0,Medium,Mid Floor
house, Ashtha Heights,4.75,6,7,0,Moderately Old,4500,0,0,0,Low,Mid Floor
flat, The M D Co Op Housing Federation,4.1,3,4,3,New Property,2820,0,0,2,Low,High Floor
flat, Mahindra Happinest Kalyan,0.6,3,3,2,Relatively New,1178,0,0,0,Low,Mid Floor
flat, Ashwamedh Atlantis,0.7,2,2,3,New Property,1176,0,0,0,Low,High Floor
flat, Arkade Earth Hazel,1.3,2,2,3,Relatively New,1339,0,0,0,Low,Mid Floor
flat, Atlanta CHS,8.44,4,5,3,Moderately Old,5000,1,0,2,Medium,Mid Floor
flat, Anmol Apartment,3.25,4,4,3+,New Property,3041,1,0,0,Medium,Low Floor
flat, Anmol Apartment,0.32,2,2,2,New Property,473,0,0,0,Medium,Low Floor
house, Ajita Complex,4.6,3,3,3+,Old Property,2160,1,1,1,Low,Low Floor
flat, Agami Emerald,2.5,3,3,2,Under Construction,2093,0,0,0,Medium,Low Floor
flat," Lodha Allura, Worli",0.25,2,2,0,Relatively New,481,0,0,0,Low,Low Floor
flat, Ambrosia,1.3,3,2,3+,Relatively New,1303,0,1,1,Low,High Floor
flat, Adityaraj Saphalya,2.85,4,4,3+,Moderately Old,2127,1,0,1,Medium,Mid Floor
house, Ajmera Redwood Building,3.5,6,4,2,Old Property,1935,0,0,1,Low,Low Floor
flat, Ankurdev Danvijay CHSL,1.85,3,4,3,Old Property,2278,1,0,0,Medium,Mid Floor
flat," Ahuja Towers, Prabhadevi",1.1,3,1,0,New Property,1103,0,0,0,Low,Low Floor
flat," Sheth Beau Pride, Bandra",1.1,4,4,3,Relatively New,2286,1,0,0,Medium,Mid Floor
flat, Aadi Allure Wings A To E,0.6,2,2,1,Under Construction,814,0,0,0,Low,Low Floor
flat, Shapoorji Pallonji Skyraa,0.9,2,3,3,Relatively New,978.23,1,0,0,Medium,Low Floor
house, Ashiana Prem Aangan,9,10,10,3,Old Property,3159,0,0,1,Medium,Mid Floor
flat, Raymond Tenx Habitat Delhi,2.2,3,3,2,Moderately Old,2576,1,0,1,Medium,Mid Floor
flat, Acropolis,1.4,3,3,3+,Old Property,1611,0,0,2,Medium,Mid Floor
flat, Anora Residency,1.35,3,3,0,New Property,1820,0,0,0,Medium,Low Floor
flat, Avanya,0.36,2,2,1,Relatively New,598,0,0,0,Low,Mid Floor
house, Aakash Nidhi,4.7,6,6,3+,Old Property,2368,0,1,1,Medium,Low Floor
flat, ACME Ozone Phase 2,2.2,4,6,3+,Relatively New,2602,1,0,1,Medium,Mid Floor
house, Ajmera Treon,0.65,4,2,2,Moderately Old,585,0,0,0,Low,Low Floor
flat, Agami Emerald,1.2,2,2,3,New Property,86,0,0,0,Medium,Low Floor
house, Raymond Tenx Habitat Delhi,6.2,5,5,2,Relatively New,2430,1,0,0,Medium,Low Floor
house, Aadinath Developers Prem Narayan Residency,1.6,8,5,3+,Old Property,540,0,0,0,Low,Mid Floor
flat," Lodha Allura, Worli",0.35,2,2,2,Relatively New,694,0,0,0,Medium,High Floor
house, Alfa Mana A M Residency,18,5,6,3+,Relatively New,4500,1,1,2,High,Mid Floor
flat, Ashwamedh Atlantis,1.25,3,3,2,Relatively New,1578,0,0,0,Low,High Floor
flat, Apna Ghar,1.05,3,3,3,Relatively New,1610,0,0,0,Medium,Mid Floor
house, Aditya Purnima Pride,0.96,2,4,2,Moderately Old,945,0,1,1,Low,Mid Floor
flat, Anmol Apartment,0.5,2,1,2,New Property,652,0,0,0,Low,Mid Floor
flat," Ahuja Towers, Prabhadevi",0.86,2,3,3,Under Construction,998,0,0,0,Low,Mid Floor
flat, Anora Residency,1.27,3,3,3,Relatively New,1595,0,0,0,Low,Low Floor
flat, Ashar Sapphire,2.57,4,5,3+,Under Construction,2060,0,0,1,Medium,High Floor
flat, Aadi Allure Wings A To E,2.35,3,4,3+,Relatively New,2513,1,0,1,Medium,Mid Floor
flat, Ashish,1.3,3,3,3,Relatively New,1387,1,0,1,High,High Floor
flat, Adinath Saanvi Heights,0.89,2,2,2,Relatively New,1202,0,0,1,Medium,High Floor
flat, Piramal Mahalaxmi,1.85,3,3,3+,Relatively New,2250,1,0,1,Medium,Low Floor
flat, Adhiraj Zinnia,3.75,3,5,3+,Relatively New,2536,1,0,1,Low,High Floor
house, Agarwal Solitaire,4.49,3,9,3+,Moderately Old,1836,0,0,1,Medium,Mid Floor
flat, A K Plaza,1.57,2,2,3+,Relatively New,1300,0,0,0,Medium,Mid Floor
flat, Amara,1.3,2,2,2,Under Construction,1604,0,0,0,Low,Mid Floor
house, Acharya Aashram,4.5,6,6,3+,Moderately Old,1845,0,1,1,Medium,Mid Floor
flat, Arihant Anmol Phase II,1.68,4,4,2,Relatively New,1819,0,0,0,Medium,Mid Floor
house, Aadinath Developers Prem Narayan Residency,10,8,10,3+,Old Property,3915,0,0,0,Low,Low Floor
flat, Birla Niyaara Worli,1.6,4,4,3,Relatively New,1600,0,0,0,Low,Low Floor
flat, Andheri Green Field Towers CHSL,2.15,3,4,3+,Moderately Old,1950,1,0,0,Low,Mid Floor
flat," Lodha Allura, Worli",0.78,2,2,2,Relatively New,1319,0,0,1,Medium,Mid Floor
flat, Raymond Tenx Habitat Delhi,1.6,3,3,3,Relatively New,1550,0,0,0,Medium,Mid Floor
house, Alfa Mana A M Residency,19,5,6,3+,Relatively New,6667,1,1,1,Medium,Mid Floor
flat," Sheth Beau Pride, Bandra",0.68,3,3,2,Relatively New,1442,0,0,0,Medium,High Floor
flat, Adinath Saanvi Heights,0.78,2,2,2,Relatively New,1175,0,0,1,Medium,Low Floor
flat, A Kumar Vastu Pinnacle,5,4,4,3+,Relatively New,4254,1,1,1,High,High Floor
flat, Arihant Aloki Phase 1,0.48,3,2,1,New Property,889,0,0,0,Low,Low Floor
flat, Apna Ghar,1.15,2,2,3,Relatively New,1361,0,0,1,Low,Mid Floor
flat, Arsiwala Essar Apex,1.1,3,3,3,Under Construction,1389,0,0,0,Low,Low Floor
flat, Ashford Royale,1.75,3,4,2,Relatively New,1950,1,0,0,Low,High Floor
flat, Amidhara,1.4,3,3,2,Relatively New,1245,0,1,1,Medium,Mid Floor
flat, Arihant Anmol Phase II,1.72,4,4,1,Relatively New,1783,0,0,0,Medium,High Floor
house, Arsiwala Essar Apex,1.16,1,1,0,Relatively New,1535,0,0,0,Low,Low Floor
flat, Godrej Horizon Delhi,2.8,4,4,3,Relatively New,1650,0,0,1,Medium,Low Floor
flat, Arkade Earth Hazel,1.56,3,4,3+,Relatively New,1580,0,1,0,High,High Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,0.73,3,3,3+,Moderately Old,1705,1,0,0,Medium,Low Floor
house, Amidhara,11.95,3,3,2,Moderately Old,3240,1,0,0,Medium,Low Floor
house, Aashvi Heights,3.5,2,5,3,Old Property,1440,0,0,0,Low,Mid Floor
flat, Arsiwala Essar Apex,1.71,3,3,3+,Relatively New,2191,0,0,0,Low,Mid Floor
flat, Ajmera Treon,0.46,2,2,1,Relatively New,1000,0,0,1,Medium,Low Floor
house, Acropolis,2.75,3,3,3,Moderately Old,1557,0,0,1,Low,Low Floor
flat, Avon Chs Limited,1.6,3,3,3+,Moderately Old,1611,0,0,0,Medium,Low Floor
flat, Atul Blue Excellency,0.42,3,2,2,Under Construction,630,0,0,0,Low,Low Floor
flat, ACME Oasis,3.3,4,5,3,Relatively New,3032,1,0,0,Medium,Mid Floor
flat, Raymond Tenx Habitat Delhi,1.75,3,4,3+,Relatively New,1946,1,0,0,Medium,Low Floor
flat, Arkade Earth Hazel,0.95,3,2,1,New Property,1878,0,0,0,Low,Mid Floor
flat, Arsiwala Essar Apex,1.77,4,3,3,Relatively New,2025,1,0,0,Low,High Floor
house, Ajmera Treon,0.7,3,2,1,New Property,684,0,0,0,Low,Low Floor
house, Prestige Jasdan Classic,3.25,3,3,3,Old Property,8829,0,0,0,Medium,Low Floor
flat, Piramal Mahalaxmi,1.7,3,4,3+,Relatively New,1700,1,0,1,High,Mid Floor
house, Birla Niyaara Worli,1.04,3,3,3+,Relatively New,1611,0,0,1,Medium,Low Floor
flat," Ahuja Towers, Prabhadevi",0.8,2,2,2,Under Construction,1441,0,0,0,Low,Mid Floor
flat, Aadi Allure Wings A To E,4.5,4,6,3+,Relatively New,3801,1,0,1,Low,High Floor
flat, Avanya,0.82,2,2,3+,Relatively New,1236,0,0,0,Medium,Mid Floor
flat, Birla Niyaara Worli,1.25,2,2,2,New Property,1402,0,0,0,Low,High Floor
flat, Agarwal Paramount,9.14,4,6,3,Relatively New,3932,1,1,1,Medium,High Floor
flat, Arsiwala Essar Apex,0.8,2,2,3,Relatively New,1300,0,0,0,Medium,Low Floor
flat, Arkade Earth Hazel,0.82,2,2,1,New Property,1300,0,0,0,Low,High Floor
flat, Arkade Earth,1.9,3,3,3,Old Property,1600,0,0,1,Low,Low Floor
flat," Lodha Allura, Worli",0.93,2,2,2,Under Construction,1000,0,0,0,Low,Mid Floor
